Index,Height(Inches),Weight(Pounds),Standardize,,,,Average,Stdev.P,,,,,
4082,66.22083,130.9358,0.330716906,,,,,,,,,,
4083,68.98001,115.4355,-0.998564131,,,,,,,,,,
4084,66.95762,137.2853,0.875239912,,,,,,,,,,
4085,67.11276,127.0824,0.000255461,,,,,,,,,,
4086,68.4405,129.3152,0.191736832,,,,,,,,,,
4087,67.69709,131.4005,0.370568838,,,,,,,,,,
4088,63.22395,116.1956,-0.933379166,,,,,,,,,,
4089,65.22711,127.0613,-0.001554042,,,,,,,,,,
4090,68.43,131.3423,0.365577699,,,,,,,,,,
4091,66.57506,121.9677,-0.438373064,,,,,,,,,,
4092,63.5966,113.2103,-1.189393739,,,,,,,,,,
4093,67.20354,123.3458,-0.320189404,,,,,,,,,,
4094,66.03224,99.66224,-2.351253784,,,,,,,,,,
4095,67.24122,124.0545,-0.25941242,,,,,,,,,,
4096,66.79748,130.086,0.257839412,,,,,,,,,,
4097,68.48589,137.1664,0.865043238,,,,,,,,,,
4098,69.29654,141.1792,1.209174574,,,,,,,,,,
4099,66.60912,101.7777,-2.169835304,,,,,,,,,,
4100,66.26464,128.8128,0.148651808,,,,,,,,,,
4101,69.37333,129.9046,0.242282837,,,,,,,,,,
4102,67.3275,127.3943,0.027003508,,,,,,,,,,
4103,63.91658,113.9444,-1.126438492,,,,,,,,,,
4104,67.23806,103.9784,-1.981106778,,,,,,,,,,
4105,65.93291,117.1245,-0.853718182,,,,,,,,,,
4106,70.35586,135.3823,0.712041664,,,,,,,,,,
4107,68.57141,131.0931,0.344206704,,,,,,,,,,
4108,66.82713,130.6498,0.306190002,,,,,,,,,,
4109,64.43271,119.4229,-0.656611059,,,,,,,,,,
4110,71.08973,127.4216,0.029344712,,,,,,,,,,
4111,72.07911,124.3172,-0.236883687,,,,,,,,,,
4112,68.90533,114.8714,-1.046940449,,,,,,,,,,
4113,68.44145,121.075,-0.514929594,,,,,,,,,,
4114,68.46055,115.3401,-1.006745483,,,,,,,,,,
4115,65.13343,106.3017,-1.78186427,,,,,,,,,,
4116,71.17466,131.6919,0.395558838,,,,,,,,,,
4117,69.39047,139.886,1.098271802,,,,,,,,,,
4118,66.81513,118.6787,-0.720432465,,,,,,,,,,
4119,68.62714,121.1908,-0.504998771,,,,,,,,,,
4120,68.09304,134.8095,0.662919248,,,,,,,,,,
4121,68.22911,128.3543,0.109331579,,,,,,,,,,
4122,67.79469,135.8259,0.750084093,,,,,,,,,,
4123,67.60704,127.516,0.037440306,,,,,,,,,,
4124,70.47713,135.5209,0.723927779,,,,,,,,,,
4125,68.89196,119.3961,-0.658909384,,,,,,,,,,
4126,67.18902,141.7312,1.256513215,,,,,,,,,,
4127,69.52776,138.0107,0.937449061,,,,,,,,,,
4128,64.00428,106.2963,-1.782327366,,,,,,,,,,
4129,67.23705,129.0392,0.168067512,,,,,,,,,,
4130,66.57904,110.0436,-1.460964887,,,,,,,,,,
4131,73.08886,143.597,1.416521251,,,,,,,,,,
4132,70.23666,135.6427,0.734373153,,,,,,,,,,
4133,65.9154,120.8619,-0.533204711,,,,,,,,,,
4134,70.20771,129.7829,0.231846039,,,,,,,,,,
4135,65.25899,110.1349,-1.453135144,,,,,,,,,,
4136,67.70538,122.3278,-0.407491462,,,,,,,,,,
4137,66.65382,125.1019,-0.169589065,,,,,,,,,,
4138,66.90522,121.2072,-0.503592333,,,,,,,,,,
4139,69.73584,135.8864,0.755272477,,,,,,,,,,
4140,68.71515,120.8681,-0.532673009,,,,,,,,,,
4141,65.97593,125.6805,-0.11996925,,,,,,,,,,
4142,66.04025,129.139,0.176626201,,,,,,,,,,
4143,69.22349,147.1694,1.722884584,,,,,,,,,,
4144,68.01411,124.9845,-0.179657102,,,,,,,,,,
4145,70.44079,141.5704,1.242723263,,,,,,,,,,
4146,66.62715,138.6126,0.989067046,,,,,,,,,,
4147,68.47642,126.7582,-0.027547415,,,,,,,,,,
4148,68.20132,134.1926,0.610014887,,,,,,,,,,
4149,69.18686,148.1132,1.803823369,,,,,,,,,,
4150,66.55515,122.4609,-0.396077018,,,,,,,,,,
4151,67.24936,125.9051,-0.100707912,,,,,,,,,,
4152,68.23976,134.1521,0.606541671,,,,,,,,,,
4153,68.93236,140.8846,1.183910147,,,,,,,,,,
4154,69.16831,127.3274,0.02126627,,,,,,,,,,
4155,68.15988,127.5146,0.037320244,,,,,,,,,,
4156,70.47785,135.4777,0.720223016,,,,,,,,,,
4157,71.46159,134.7474,0.657593651,,,,,,,,,,
4158,69.56493,139.1714,1.036988844,,,,,,,,,,
4159,72.04678,147.9343,1.78848119,,,,,,,,,,
4160,68.11706,122.1187,-0.425423545,,,,,,,,,,
4161,67.11974,136.1107,0.774508087,,,,,,,,,,
4162,65.25882,112.8949,-1.21644194,,,,,,,,,,
4163,67.9316,127.1332,0.004611988,,,,,,,,,,
4164,68.62153,134.6362,0.648057316,,,,,,,,,,
4165,68.96662,110.1335,-1.453255206,,,,,,,,,,
4166,67.70641,137.8451,0.923247469,,,,,,,,,,
4167,64.82138,132.6417,0.477012173,,,,,,,,,,
4168,69.74734,130.7984,0.318933701,,,,,,,,,,
4169,67.83743,126.8633,-0.018534206,,,,,,,,,,
4170,66.47424,119.564,-0.644510548,,,,,,,,,,
4171,70.29564,136.1613,0.778847463,,,,,,,,,,
4172,67.99529,136.5186,0.809488942,,,,,,,,,,
4173,71.46156,132.6211,0.47524555,,,,,,,,,,
4174,66.73734,114.2795,-1.09770085,,,,,,,,,,
4175,66.34826,116.7421,-0.886512197,,,,,,,,,,
4176,69.25165,137.7726,0.917029984,,,,,,,,,,
4177,67.54427,130.0454,0.254357621,,,,,,,,,,
4178,70.67379,135.7083,0.739998904,,,,,,,,,,
4179,67.30702,135.6941,0.738781135,,,,,,,,,,
4180,64.62951,101.3328,-2.207989219,,,,,,,,,,
4181,66.57405,130.5342,0.29627633,,,,,,,,,,
4182,69.29679,137.3539,0.881122939,,,,,,,,,,
4183,69.27554,121.0292,-0.518857329,,,,,,,,,,
4184,69.50607,120.3639,-0.575912398,,,,,,,,,,
4185,68.26403,141.0864,1.201216194,,,,,,,,,,
4186,69.86553,139.0365,1.025420035,,,,,,,,,,
4187,70.7672,136.4844,0.806556004,,,,,,,,,,
4188,69.24893,142.8621,1.353497397,,,,,,,,,,
4189,67.01021,104.1735,-1.964375312,,,,,,,,,,
4190,69.1245,145.5379,1.582969743,,,,,,,,,,
4191,71.27947,120.9881,-0.522382,,,,,,,,,,
4192,74.03777,139.5953,1.073341833,,,,,,,,,,
4193,67.16426,120.8184,-0.536935202,,,,,,,,,,
4194,69.16282,125.9266,-0.098864106,,,,,,,,,,
4195,68.09796,126.298,-0.067013434,,,,,,,,,,
4196,67.77952,133.2805,0.531794644,,,,,,,,,,
4197,71.11526,123.3401,-0.320678226,,,,,,,,,,
4198,64.98837,105.6441,-1.838258999,,,,,,,,,,
4199,70.31512,142.3548,1.309992157,,,,,,,,,,
4200,69.06438,130.4546,0.289449961,,,,,,,,,,
4201,65.46827,110.4915,-1.422553696,,,,,,,,,,
4202,65.9316,114.9535,-1.039899684,,,,,,,,,,
4203,68.42739,133.4786,0.548783384,,,,,,,,,,
4204,70.30053,139.3092,1.048806353,,,,,,,,,,
4205,67.09535,129.4262,0.201256015,,,,,,,,,,
4206,68.43342,121.8407,-0.449264382,,,,,,,,,,
4207,65.83898,136.3506,0.795081529,,,,,,,,,,
4208,67.54012,143.6547,1.421469511,,,,,,,,,,
4209,68.48012,126.9991,-0.006888215,,,,,,,,,,
4210,71.57695,139.6645,1.079276315,,,,,,,,,,
4211,69.72167,139.1423,1.034493274,,,,,,,,,,
4212,66.29363,126.9897,-0.007694344,,,,,,,,,,
4213,68.937,142.7584,1.34460425,,,,,,,,,,
4214,71.41489,149.8921,1.956378999,,,,,,,,,,
4215,69.62838,143.7861,1.432738165,,,,,,,,,,
4216,71.18773,152.4615,2.176726651,,,,,,,,,,
4217,68.30221,143.546,1.412147572,,,,,,,,,,
4218,67.75946,152.9883,2.221904179,,,,,,,,,,
4219,68.11064,133.9839,0.592117107,,,,,,,,,,
4220,69.47284,135.5993,0.730651238,,,,,,,,,,
4221,70.16644,134.6592,0.65002976,,,,,,,,,,
4222,67.64262,124.1779,-0.248829833,,,,,,,,,,
4223,66.81134,118.271,-0.755396168,,,,,,,,,,
4224,64.94018,121.7107,-0.460412975,,,,,,,,,,
4225,65.36721,121.3633,-0.490205446,,,,,,,,,,
4226,68.54428,133.1727,0.522549887,,,,,,,,,,
4227,67.97819,114.8234,-1.051056852,,,,,,,,,,
4228,68.34252,137.7084,0.911524295,,,,,,,,,,
4229,68.31923,122.5531,-0.388170093,,,,,,,,,,
4230,66.1507,105.4808,-1.852263347,,,,,,,,,,
4231,67.80629,119.5263,-0.64774364,,,,,,,,,,
4232,70.13434,135.1981,0.696244965,,,,,,,,,,
4233,65.63247,122.1851,-0.419729187,,,,,,,,,,
4234,65.52678,114.9083,-1.043775964,,,,,,,,,,
4235,68.04573,136.5998,0.816452524,,,,,,,,,,
4236,68.17956,143.4398,1.403040029,,,,,,,,,,
4237,66.65253,103.9121,-1.98679256,,,,,,,,,,
4238,68.05725,133.6935,0.567212866,,,,,,,,,,
4239,67.34998,119.11,-0.683444864,,,,,,,,,,
4240,70.00498,129.4393,0.20237945,,,,,,,,,,
4241,66.55749,127.0247,-0.0046928,,,,,,,,,,
4242,66.82552,144.7401,1.514551686,,,,,,,,,,
4243,70.07322,123.0627,-0.344467609,,,,,,,,,,
4244,65.9202,126.0649,-0.087003719,,,,,,,,,,
4245,69.54043,147.8452,1.780840116,,,,,,,,,,
4246,63.89592,117.0034,-0.864103525,,,,,,,,,,
4247,69.03457,131.5836,0.386271203,,,,,,,,,,
4248,67.22877,125.3671,-0.146845935,,,,,,,,,,
4249,66.12426,128.6776,0.137057272,,,,,,,,,,
4250,67.87785,132.3484,0.451859232,,,,,,,,,,
4251,66.8531,115.879,-0.960530278,,,,,,,,,,
4252,69.05041,117.2786,-0.840502811,,,,,,,,,,
4253,70.87198,140.1922,1.124531026,,,,,,,,,,
4254,67.4692,135.8756,0.754346286,,,,,,,,,,
4255,70.22874,132.974,0.505509692,,,,,,,,,,
4256,66.93905,117.9845,-0.779965952,,,,,,,,,,
4257,69.928,127.9273,0.072712739,,,,,,,,,,
4258,67.46962,122.3518,-0.40543326,,,,,,,,,,
4259,65.00765,109.2661,-1.527642048,,,,,,,,,,
4260,68.97698,134.6605,0.650141245,,,,,,,,,,
4261,67.28864,129.1099,0.174130631,,,,,,,,,,
4262,69.65152,129.9016,0.242025562,,,,,,,,,,
4263,67.41038,135.7013,0.739398596,,,,,,,,,,
4264,67.80162,140.9551,1.189956115,,,,,,,,,,
4265,66.75484,101.615,-2.183788197,,,,,,,,,,
4266,67.9469,127.0723,-0.000610699,,,,,,,,,,
4267,65.43768,127.1338,0.004663443,,,,,,,,,,
4268,68.54153,125.4375,-0.140808543,,,,,,,,,,
4269,66.7501,120.7329,-0.544267545,,,,,,,,,,
4270,66.75808,124.1194,-0.2538467,,,,,,,,,,
4271,67.14647,118.2882,-0.753921123,,,,,,,,,,
4272,64.69559,116.7241,-0.888055848,,,,,,,,,,
4273,69.18516,113.5275,-1.162191172,,,,,,,,,,
4274,66.84281,128.2428,0.099769516,,,,,,,,,,
4275,66.4464,130.5346,0.296310634,,,,,,,,,,
4276,69.49077,106.2307,-1.787953117,,,,,,,,,,
4277,68.32951,119.3464,-0.663171577,,,,,,,,,,
4278,68.38974,120.9379,-0.526687072,,,,,,,,,,
4279,69.42584,120.7725,-0.540871513,,,,,,,,,,
4280,64.39313,123.2547,-0.328001994,,,,,,,,,,
4281,66.61651,118.437,-0.741160272,,,,,,,,,,
4282,65.86548,115.3497,-1.005922203,,,,,,,,,,
4283,68.17805,123.2437,-0.328945337,,,,,,,,,,
4284,67.39926,116.7036,-0.889813895,,,,,,,,,,
4285,66.31407,116.4127,-0.914761016,,,,,,,,,,
4286,70.68802,132.3031,0.447974377,,,,,,,,,,
4287,67.26683,123.296,-0.324460172,,,,,,,,,,
4288,67.1325,117.0996,-0.855853566,,,,,,,,,,
4289,67.61674,132.7665,0.487714822,,,,,,,,,,
4290,66.91216,122.0016,-0.435465854,,,,,,,,,,
4291,70.58226,146.1837,1.638352522,,,,,,,,,,
4292,66.47926,132.2434,0.4428546,,,,,,,,,,
4293,69.5459,146.3853,1.655641417,,,,,,,,,,
4294,66.60835,119.6048,-0.641011605,,,,,,,,,,
4295,67.34376,137.8448,0.923221741,,,,,,,,,,
4296,64.77135,124.6944,-0.204535616,,,,,,,,,,
4297,66.46439,128.8286,0.150006791,,,,,,,,,,
4298,66.64913,119.3743,-0.660778917,,,,,,,,,,
4299,70.56844,123.43,-0.312968546,,,,,,,,,,
4300,65.31528,106.8598,-1.734002503,,,,,,,,,,
4301,72.48479,134.4771,0.634413154,,,,,,,,,,
4302,67.86837,129.8224,0.235233496,,,,,,,,,,
4303,68.52634,109.2449,-1.529460126,,,,,,,,,,
4304,68.61738,123.566,-0.301305402,,,,,,,,,,
4305,66.50536,125.5915,-0.127601749,,,,,,,,,,
4306,70.46311,126.8938,-0.015918575,,,,,,,,,,
4307,64.63883,137.3284,0.8789361,,,,,,,,,,
4308,64.12338,108.9028,-1.558798078,,,,,,,,,,
4309,69.28959,135.4082,0.714262806,,,,,,,,,,
4310,66.52926,131.7847,0.403517218,,,,,,,,,,
4311,69.30883,122.2514,-0.414043404,,,,,,,,,,
4312,68.54471,134.4462,0.631763219,,,,,,,,,,
4313,67.25904,108.6926,-1.576824495,,,,,,,,,,
4314,67.96864,124.3293,-0.23584601,,,,,,,,,,
4315,65.3382,131.6971,0.396004782,,,,,,,,,,
4316,68.51678,129.4089,0.199772395,,,,,,,,,,
4317,68.1636,127.5867,0.043503425,,,,,,,,,,
4318,64.67487,128.3635,0.110120556,,,,,,,,,,
4319,66.13689,130.3095,0.277006416,,,,,,,,,,
4320,68.58303,132.5038,0.465186089,,,,,,,,,,
4321,68.34844,145.901,1.614108621,,,,,,,,,,
4322,64.6569,126.4447,-0.054432676,,,,,,,,,,
4323,68.68484,136.1093,0.774388026,,,,,,,,,,
4324,67.75816,121.0123,-0.520306647,,,,,,,,,,
4325,68.48014,132.472,0.462458971,,,,,,,,,,
4326,67.7747,126.7129,-0.031432271,,,,,,,,,,
4327,64.7249,115.7365,-0.972750851,,,,,,,,,,
4328,66.6102,118.9776,-0.694799277,,,,,,,,,,
4329,72.2969,145.854,1.610077976,,,,,,,,,,
4330,70.30878,148.238,1.814526018,,,,,,,,,,
4331,66.77503,122.7048,-0.375160542,,,,,,,,,,
4332,66.70433,120.42,-0.571101351,,,,,,,,,,
4333,69.39368,126.5408,-0.046191293,,,,,,,,,,
4334,67.37433,131.6976,0.396047661,,,,,,,,,,
4335,67.20466,123.5504,-0.302643233,,,,,,,,,,
4336,67.9947,119.9449,-0.61184517,,,,,,,,,,
4337,67.08886,123.5117,-0.305962084,,,,,,,,,,
4338,68.81947,123.5561,-0.302154411,,,,,,,,,,
4339,71.07494,134.0842,0.600718675,,,,,,,,,,
4340,68.98151,136.7907,0.832823804,,,,,,,,,,
4341,69.80853,121.3415,-0.492074979,,,,,,,,,,
4342,70.21339,132.8196,0.492268594,,,,,,,,,,
4343,67.33679,112.8553,-1.219837973,,,,,,,,,,
4344,73.52131,168.881,3.584836816,,,,,,,,,,
4345,67.45857,131.4655,0.376143135,,,,,,,,,,
4346,68.65576,121.3053,-0.495179433,,,,,,,,,,
4347,68.77267,126.5212,-0.047872158,,,,,,,,,,
4348,67.03704,125.3926,-0.144659096,,,,,,,,,,
4349,66.86733,114.7951,-1.053483815,,,,,,,,,,
4350,67.01919,134.5043,0.636745782,,,,,,,,,,
4351,68.52514,133.6321,0.5619473,,,,,,,,,,
4352,67.69771,121.778,-0.454641434,,,,,,,,,,
4353,68.43487,126.847,-0.019932069,,,,,,,,,,
4354,67.71514,128.0152,0.080250903,,,,,,,,,,
4355,70.39987,113.918,-1.128702514,,,,,,,,,,
4356,68.44396,134.0367,0.596645151,,,,,,,,,,
4357,66.80834,131.6397,0.391082249,,,,,,,,,,
4358,67.35984,126.8163,-0.022564852,,,,,,,,,,
4359,67.79903,131.89,0.412547579,,,,,,,,,,
4360,64.83853,115.6714,-0.978333723,,,,,,,,,,
4361,69.57892,126.2769,-0.068822936,,,,,,,,,,
4362,64.85426,102.1079,-2.141517878,,,,,,,,,,
4363,69.318,139.4982,1.065014692,,,,,,,,,,
4364,69.58868,151.474,2.092040224,,,,,,,,,,
4365,66.52781,122.1092,-0.42623825,,,,,,,,,,
4366,67.93528,125.7438,-0.114540743,,,,,,,,,,
4367,66.39941,123.1702,-0.33524858,,,,,,,,,,
4368,68.28614,136.4907,0.807096282,,,,,,,,,,
4369,68.17646,116.4352,-0.912831452,,,,,,,,,,
4370,65.36868,117.4086,-0.829354218,,,,,,,,,,
4371,67.96446,112.4388,-1.25555635,,,,,,,,,,
4372,69.02437,139.9596,1.104583621,,,,,,,,,,
4373,68.08001,121.2457,-0.500290634,,,,,,,,,,
4374,67.68973,128.3855,0.112007241,,,,,,,,,,
4375,67.05199,120.0329,-0.60429843,,,,,,,,,,
4376,65.62946,109.3694,-1.518783205,,,,,,,,,,
4377,64.31704,129.4821,0.20604991,,,,,,,,,,
4378,69.08279,152.901,2.21441747,,,,,,,,,,
4379,66.7653,136.5692,0.813828317,,,,,,,,,,
4380,72.77662,133.6427,0.562856339,,,,,,,,,,
4381,66.97685,137.0715,0.856904765,,,,,,,,,,
4382,70.10322,124.931,-0.184245177,,,,,,,,,,
4383,68.92731,131.7141,0.397462675,,,,,,,,,,
4384,65.24486,119.642,-0.637821392,,,,,,,,,,
4385,68.7959,131.2416,0.356941827,,,,,,,,,,
4386,69.0613,119.2979,-0.66733086,,,,,,,,,,
4387,67.39122,115.0093,-1.035114364,,,,,,,,,,
4388,63.14333,122.7882,-0.368008291,,,,,,,,,,
4389,68.43035,124.8597,-0.190359751,,,,,,,,,,
4390,65.72614,98.39409,-2.460008308,,,,,,,,,,
4391,66.71343,124.0144,-0.262851333,,,,,,,,,,
4392,68.2317,124.296,-0.238701765,,,,,,,,,,
4393,67.07728,124.0139,-0.262894212,,,,,,,,,,
4394,68.10745,132.0081,0.422675646,,,,,,,,,,
4395,67.23206,134.8625,0.667464444,,,,,,,,,,
4396,69.76432,136.0319,0.767750325,,,,,,,,,,
4397,66.65442,127.9094,0.071177663,,,,,,,,,,
4398,67.20022,136.8048,0.834032998,,,,,,,,,,
4399,71.20749,138.9045,1.014099925,,,,,,,,,,
4400,71.64258,154.3787,2.341142669,,,,,,,,,,
4401,68.09536,139.4726,1.062819276,,,,,,,,,,
4402,68.11601,138.099,0.945021528,,,,,,,,,,
4403,69.57164,133.752,0.572229733,,,,,,,,,,
4404,67.897,123.706,-0.289299225,,,,,,,,,,
4405,68.92362,133.4767,0.548620443,,,,,,,,,,
4406,68.85579,129.4416,0.202576695,,,,,,,,,,
4407,66.93016,145.6689,1.594204094,,,,,,,,,,
4408,71.03782,126.1809,-0.077055744,,,,,,,,,,
4409,66.94058,121.4461,-0.48310465,,,,,,,,,,
4410,69.32304,142.2131,1.297840191,,,,,,,,,,
4411,67.21622,119.7238,-0.630806354,,,,,,,,,,
4412,64.26905,106.7157,-1.74636029,,,,,,,,,,
4413,67.43203,130.1147,0.260300678,,,,,,,,,,
4414,68.98981,138.5589,0.98446182,,,,,,,,,,
4415,67.38395,120.821,-0.53671223,,,,,,,,,,
4416,67.72313,112.5397,-1.246903327,,,,,,,,,,
4417,67.79721,127.7983,0.061649904,,,,,,,,,,
4418,67.98674,133.9054,0.585385072,,,,,,,,,,
4419,66.87883,99.56439,-2.359645244,,,,,,,,,,
4420,69.75841,122.1663,-0.421341445,,,,,,,,,,
4421,67.87888,131.3067,0.3625247,,,,,,,,,,
4422,69.23586,143.7584,1.430362658,,,,,,,,,,
4423,68.7266,151.6764,2.109397725,,,,,,,,,,
4424,67.19957,115.6396,-0.98106084,,,,,,,,,,
4425,66.58109,107.1456,-1.70949275,,,,,,,,,,
4426,68.82634,150.2899,1.990493694,,,,,,,,,,
4427,67.67068,118.7544,-0.713940554,,,,,,,,,,
4428,64.81833,108.9651,-1.553455329,,,,,,,,,,
4429,68.88452,136.5556,0.812662003,,,,,,,,,,
4430,65.39146,124.8106,-0.194570489,,,,,,,,,,
4431,69.91503,119.8377,-0.621038472,,,,,,,,,,
4432,63.54206,99.76986,-2.342024464,,,,,,,,,,
4433,70.13123,148.4142,1.829636649,,,,,,,,,,
4434,67.05703,133.3179,0.535002008,,,,,,,,,,
4435,69.45941,135.9285,0.758882906,,,,,,,,,,
4436,66.94935,128.028,0.08134861,,,,,,,,,,
4437,67.81851,122.8946,-0.358883597,,,,,,,,,,
4438,63.65292,127.5172,0.037543216,,,,,,,,,,
4439,67.11763,127.4499,0.031771675,,,,,,,,,,
4440,68.64794,136.7766,0.831614611,,,,,,,,,,
4441,69.3026,132.8961,0.498829112,,,,,,,,,,
4442,68.60861,122.4088,-0.400545031,,,,,,,,,,
4443,66.80109,113.3951,-1.173545585,,,,,,,,,,
4444,70.87196,115.3527,-1.005664927,,,,,,,,,,
4445,67.90794,136.4296,0.801856444,,,,,,,,,,
4446,64.88167,131.3802,0.368827943,,,,,,,,,,
4447,70.78203,151.4922,2.093601027,,,,,,,,,,
4448,70.35834,112.2811,-1.269080451,,,,,,,,,,
4449,66.99549,129.9559,0.246682243,,,,,,,,,,
4450,68.83182,116.898,-0.873142461,,,,,,,,,,
4451,67.33693,124.2691,-0.241008666,,,,,,,,,,
4452,68.98465,127.9153,0.071683638,,,,,,,,,,
4453,67.60913,139.9747,1.105878573,,,,,,,,,,
4454,65.38645,117.6032,-0.812665632,,,,,,,,,,
4455,68.16769,133.1749,0.522738556,,,,,,,,,,
4456,68.17351,119.293,-0.667751076,,,,,,,,,,
4457,69.88287,122.8937,-0.358960779,,,,,,,,,,
4458,67.58588,123.5244,-0.304872952,,,,,,,,,,
4459,68.5846,131.1773,0.351427562,,,,,,,,,,
4460,67.00383,95.88791,-2.674934313,,,,,,,,,,
4461,69.99553,158.3578,2.682383946,,,,,,,,,,
4462,72.53259,133.576,0.557136253,,,,,,,,,,
4463,65.08427,135.3471,0.709022968,,,,,,,,,,
4464,66.11127,128.7408,0.142477203,,,,,,,,,,
4465,69.9046,129.0113,0.165674852,,,,,,,,,,
4466,67.97472,118.2064,-0.760936161,,,,,,,,,,
4467,66.82932,136.9731,0.848466138,,,,,,,,,,
4468,69.3533,134.4424,0.631437337,,,,,,,,,,
4469,71.39534,124.8929,-0.187512572,,,,,,,,,,
4470,66.59922,136.3075,0.791385342,,,,,,,,,,
4471,69.40189,120.8579,-0.533547745,,,,,,,,,,
4472,70.27495,135.9954,0.764620143,,,,,,,,,,
4473,67.31858,124.6169,-0.211181892,,,,,,,,,,
4474,71.45173,131.5614,0.384367366,,,,,,,,,,
4475,68.83931,157.078,2.572630337,,,,,,,,,,
4476,68.99723,124.6289,-0.210152791,,,,,,,,,,
4477,67.73454,132.1244,0.432649349,,,,,,,,,,
4478,64.8353,118.2692,-0.755550533,,,,,,,,,,
4479,70.74426,139.9319,1.102208113,,,,,,,,,,
4480,72.26598,149.2389,1.900361608,,,,,,,,,,
4481,64.72663,126.0976,-0.084199419,,,,,,,,,,
4482,67.5752,119.6545,-0.636749412,,,,,,,,,,
4483,69.51645,140.2187,1.126803624,,,,,,,,,,
4484,70.48831,111.7304,-1.316307606,,,,,,,,,,
4485,69.32666,128.4377,0.11648383,,,,,,,,,,
4486,68.52587,109.5741,-1.501228459,,,,,,,,,,
4487,73.16001,135.1826,0.69491571,,,,,,,,,,
4488,64.28542,119.4849,-0.651294038,,,,,,,,,,
4489,66.65608,135.1861,0.695215864,,,,,,,,,,
4490,64.71064,111.5654,-1.330457743,,,,,,,,,,
4491,62.99042,115.6669,-0.978719636,,,,,,,,,,
4492,68.70787,123.0031,-0.34957881,,,,,,,,,,
4493,68.12126,126.6086,-0.040376873,,,,,,,,,,
4494,66.77899,122.0006,-0.435551613,,,,,,,,,,
4495,68.23149,119.6607,-0.63621771,,,,,,,,,,
4496,68.42894,122.0538,-0.430989266,,,,,,,,,,
4497,64.0197,127.9519,0.074822395,,,,,,,,,,
4498,71.09565,117.1362,-0.852714808,,,,,,,,,,
4499,69.87248,147.2908,1.733295655,,,,,,,,,,
4500,66.51831,125.4061,-0.143501357,,,,,,,,,,
4501,68.57445,123.3187,-0.322513456,,,,,,,,,,
4502,67.46212,139.4874,1.064088501,,,,,,,,,,
4503,69.61527,137.9174,0.929447802,,,,,,,,,,
4504,66.86386,119.266,-0.670066553,,,,,,,,,,
4505,66.18998,115.9555,-0.95396976,,,,,,,,,,
4506,69.7905,130.5095,0.294158098,,,,,,,,,,
4507,70.21174,131.2829,0.36048365,,,,,,,,,,
4508,71.14846,130.8226,0.321009055,,,,,,,,,,
4509,74.28376,147.7877,1.775909007,,,,,,,,,,
4510,64.48835,102.7518,-2.08629804,,,,,,,,,,
4511,65.97201,124.009,-0.263314428,,,,,,,,,,
4512,66.51754,134.4456,0.631711764,,,,,,,,,,
4513,67.83224,125.095,-0.170180798,,,,,,,,,,
4514,68.7614,138.5499,0.983689994,,,,,,,,,,
4515,70.18641,134.395,0.627372388,,,,,,,,,,
4516,65.12676,118.875,-0.70359809,,,,,,,,,,
4517,71.25743,136.5501,0.812190332,,,,,,,,,,
4518,67.75602,127.7343,0.056161366,,,,,,,,,,
4519,67.80062,120.5416,-0.560673129,,,,,,,,,,
4520,66.71286,137.1043,0.859717641,,,,,,,,,,
4521,65.9331,119.1788,-0.677544686,,,,,,,,,,
4522,70.75201,124.9258,-0.18469112,,,,,,,,,,
4523,64.36337,100.9973,-2.236761165,,,,,,,,,,
4524,66.51439,111.0706,-1.372891003,,,,,,,,,,
4525,69.03382,143.6707,1.422841645,,,,,,,,,,
4526,65.454,124.8217,-0.19361857,,,,,,,,,,
4527,68.82248,136.6368,0.819625585,,,,,,,,,,
4528,69.35365,136.1504,0.777912696,,,,,,,,,,
4529,68.4663,126.8492,-0.0197434,,,,,,,,,,
4530,69.50765,133.1992,0.524822485,,,,,,,,,,
4531,67.68823,138.961,1.018945275,,,,,,,,,,
4532,69.41031,136.4148,0.800587219,,,,,,,,,,
4533,69.67469,118.0784,-0.771913237,,,,,,,,,,
4534,68.04007,149.4074,1.914811899,,,,,,,,,,
4535,65.16827,124.2854,-0.239610804,,,,,,,,,,
4536,66.15991,131.0075,0.336865784,,,,,,,,,,
4537,65.87678,122.0955,-0.42741314,,,,,,,,,,
4538,66.73303,125.1468,-0.165738512,,,,,,,,,,
4539,66.77722,107.7781,-1.655250558,,,,,,,,,,
4540,67.93868,131.2999,0.361941543,,,,,,,,,,
4541,67.48863,128.1304,0.090130271,,,,,,,,,,
4542,70.19163,111.1449,-1.366519153,,,,,,,,,,
4543,66.40732,111.0917,-1.3710815,,,,,,,,,,
4544,68.05629,115.4242,-0.999533201,,,,,,,,,,
4545,65.52001,132.1594,0.435650893,,,,,,,,,,
4546,65.64331,121.3271,-0.4933099,,,,,,,,,,
4547,65.63637,136.2254,0.784344577,,,,,,,,,,
4548,67.70932,115.7406,-0.972399241,,,,,,,,,,
4549,67.49917,133.5066,0.55118462,,,,,,,,,,
4550,66.29127,127.8453,0.065680549,,,,,,,,,,
4551,69.74138,142.3054,1.305755692,,,,,,,,,,
4552,63.45437,106.2611,-1.785346062,,,,,,,,,,
4553,69.46406,134.3778,0.625897344,,,,,,,,,,
4554,68.05326,120.6881,-0.548109522,,,,,,,,,,
4555,67.07399,139.5754,1.071635241,,,,,,,,,,
4556,65.59536,124.4232,-0.227793296,,,,,,,,,,
